SESSION_ID,USER,FEATURE,IN_TIME,OUT_TIME,DURATION_HOURS
104,FMoma,elec_solve_level2,3/21/2024 12:29,3/21/2024 12:30,0.005277778
105,FMoma,elec_solve_level2,3/21/2024 12:45,3/21/2024 12:59,0.231111111
106,FMoma,elec_solve_level2,3/21/2024 12:59,3/21/2024 13:02,0.046388889
107,FMoma,elec_solve_level2,3/21/2024 13:02,3/21/2024 13:32,0.488888889
108,FMoma,elec_solve_level2,3/21/2024 13:40,3/21/2024 14:00,0.328611111
109,FMoma,elec_solve_level2,3/21/2024 14:10,3/21/2024 14:33,0.394722222
110,FMoma,elec_solve_level2,3/21/2024 14:35,3/21/2024 14:35,0.004444444
111,FMoma,elec_solve_level2,3/21/2024 14:49,3/21/2024 15:09,0.327222222
112,FMoma,elec_solve_level2,3/21/2024 15:25,3/21/2024 15:53,0.475833333
113,FMoma,elec_solve_level2,3/21/2024 16:22,3/21/2024 18:16,1.893888889
114,FMoma,elec_solve_level2,3/21/2024 18:31,3/21/2024 22:51,4.331111111
115,FMoma,elec_solve_level2,3/21/2024 22:52,3/21/2024 22:53,0.030277778
116,FMoma,elec_solve_level2,3/21/2024 22:56,3/21/2024 22:57,0.016666667
117,FMoma,elec_solve_level2,3/21/2024 22:59,3/21/2024 22:59,0.007222222
118,FMoma,elec_solve_level2,3/21/2024 23:44,3/21/2024 23:48,0.070277778
119,FMoma,elec_solve_level2,3/21/2024 23:58,3/22/2024 0:22,0.405277778
120,FMoma,elec_solve_level2,3/22/2024 0:36,3/22/2024 0:41,0.093333333
121,FMoma,elec_solve_level2,3/22/2024 0:42,3/22/2024 0:42,0.001666667
122,FMoma,elec_solve_level2,3/22/2024 0:50,3/22/2024 1:01,0.176666667
123,FMoma,elec_solve_level2,3/22/2024 1:09,3/25/2024 10:45,81.6
124,FMoma,elec_solve_level2,3/25/2024 10:47,3/25/2024 10:58,0.189722222
125,FMoma,elec_solve_level2,3/25/2024 10:59,3/25/2024 15:54,4.901666667
126,FMoma,elec_solve_level2,3/25/2024 16:05,3/25/2024 18:22,2.297222222
127,FMoma,elec_solve_level2,3/25/2024 18:23,3/25/2024 18:23,0.001388889
128,FMoma,elec_solve_level2,3/25/2024 18:37,3/25/2024 19:26,0.821388889
129,FMoma,elec_solve_level2,3/25/2024 19:27,3/25/2024 19:27,0.001111111
130,FMoma,elec_solve_level2,3/25/2024 19:41,3/25/2024 19:58,0.28
131,FMoma,elec_solve_level2,3/25/2024 20:04,3/25/2024 21:15,1.175833333
132,FMoma,elec_solve_level2,3/25/2024 21:29,3/25/2024 22:13,0.738611111
133,FMoma,elec_solve_level2,3/25/2024 22:27,3/25/2024 23:00,0.5425
134,FMoma,elec_solve_level2,3/25/2024 23:04,3/25/2024 23:08,0.057777778
135,FMoma,elec_solve_level2,3/25/2024 23:15,3/25/2024 10:45,-12.49555556
136,FMoma,elec_solve_q3d,3/25/2024 10:47,3/25/2024 10:58,0.189722222
137,FMoma,elec_solve_q3d,3/25/2024 10:59,3/21/2024 4:19,-102.6688889
138,FMoma,electronics3d_gui,3/21/2024 6:27,3/21/2024 7:20,0.873888889
141,FMoma,electronics3d_gui,3/22/2024 12:31,3/25/2024 8:20,67.81694444
143,FMoma,electronics3d_gui,3/26/2024 4:06,3/26/2024 6:29,2.393333333
144,FMoma,electronics3d_gui,3/26/2024 6:30,3/21/2024 4:19,-122.1733333
145,FMoma,electronics_desktop,3/21/2024 6:27,3/21/2024 7:19,0.855555556
146,FMoma,electronics_desktop,3/21/2024 7:19,3/21/2024 7:19,0.001111111
149,FMoma,electronics_desktop,3/22/2024 12:31,3/25/2024 8:20,67.80944444
151,FMoma,electronics_desktop,3/26/2024 4:06,3/21/2024 16:02,-108.0602778
152,FMoma,electronicsckt_gui,3/21/2024 16:23,3/22/2024 16:01,23.64722222
153,NCzaja,elec_solve_icepak,3/22/2024 16:02,3/22/2024 16:02,0.006111111
154,NCzaja,elec_solve_icepak,3/22/2024 16:03,3/22/2024 13:31,-2.540277778
155,NCzaja,elec_solve_level1,3/22/2024 13:31,3/22/2024 13:37,0.095277778
156,NCzaja,elec_solve_level1,3/22/2024 13:37,3/22/2024 16:01,2.404444444
157,NCzaja,elec_solve_level1,3/22/2024 16:02,3/22/2024 16:02,0.006111111
158,NCzaja,elec_solve_level1,3/22/2024 16:03,3/22/2024 13:31,-2.540555556
159,NCzaja,elec_solve_level2,3/22/2024 13:31,3/22/2024 13:37,0.095277778
160,NCzaja,elec_solve_level2,3/22/2024 13:37,3/22/2024 16:01,2.404444444
161,NCzaja,elec_solve_level2,3/22/2024 16:02,3/22/2024 16:02,0.006111111
162,NCzaja,elec_solve_level2,3/22/2024 16:03,3/22/2024 13:31,-2.540555556
163,NCzaja,elec_solve_q3d,3/22/2024 13:31,3/22/2024 13:37,0.095277778
164,NCzaja,elec_solve_q3d,3/22/2024 13:37,3/22/2024 13:26,-0.192777778
165,NCzaja,electronics3d_gui,3/22/2024 13:41,3/22/2024 15:44,2.051666667
167,NCzaja,electronics_desktop,3/22/2024 13:41,3/22/2024 15:44,2.043888889
169,TBetre,elec_solve_level1,3/21/2024 15:38,3/21/2024 15:38,0.002222222
170,TBetre,elec_solve_level1,3/21/2024 15:38,3/21/2024 15:39,0.014444444
171,TBetre,elec_solve_level1,3/21/2024 15:40,3/21/2024 15:40,0.009722222
172,TBetre,elec_solve_level1,3/21/2024 15:41,3/21/2024 15:47,0.110833333
173,TBetre,elec_solve_level1,3/21/2024 15:48,3/21/2024 16:23,0.593333333
174,TBetre,elec_solve_level1,3/21/2024 16:24,3/22/2024 11:41,19.28138889
175,TBetre,elec_solve_level1,3/22/2024 11:42,3/22/2024 11:42,0.002222222
176,TBetre,elec_solve_level1,3/22/2024 11:42,3/25/2024 8:17,68.58055556
177,TBetre,elec_solve_level1,3/25/2024 8:18,3/25/2024 8:18,0.002222222
179,TBetre,elec_solve_level2,3/21/2024 15:38,3/21/2024 15:38,0.002222222
180,TBetre,elec_solve_level2,3/21/2024 15:38,3/21/2024 15:39,0.014444444
181,TBetre,elec_solve_level2,3/21/2024 15:40,3/21/2024 15:40,0.009722222
182,TBetre,elec_solve_level2,3/21/2024 15:41,3/21/2024 15:47,0.110833333
184,TBetre,elec_solve_level2,3/21/2024 16:24,3/22/2024 11:41,19.28138889
185,TBetre,elec_solve_level2,3/22/2024 11:42,3/22/2024 11:42,0.002222222
186,TBetre,elec_solve_level2,3/22/2024 11:42,3/25/2024 8:17,68.58055556
187,TBetre,elec_solve_level2,3/25/2024 8:18,3/25/2024 8:18,0.002222222
188,TBetre,elec_solve_level2,3/25/2024 8:22,3/21/2024 8:36,-95.76861111
189,TBetre,elec_solve_level3,3/21/2024 8:36,3/21/2024 15:37,7.019722222
190,TBetre,elec_solve_level3,3/21/2024 15:38,3/21/2024 15:38,0.002222222
191,TBetre,elec_solve_level3,3/21/2024 15:38,3/21/2024 15:39,0.014444444
192,TBetre,elec_solve_level3,3/21/2024 15:40,3/21/2024 15:40,0.009722222
193,TBetre,elec_solve_level3,3/21/2024 15:41,3/21/2024 15:47,0.110833333
194,TBetre,elec_solve_level3,3/21/2024 15:48,3/21/2024 16:11,0.391111111
195,TBetre,elec_solve_level3,3/21/2024 16:11,3/21/2024 16:12,0.003055556
196,TBetre,elec_solve_level3,3/21/2024 16:12,3/21/2024 16:14,0.041111111
197,TBetre,elec_solve_level3,3/21/2024 16:14,3/21/2024 16:16,0.033888889
198,TBetre,elec_solve_level3,3/21/2024 16:16,3/21/2024 16:19,0.05
199,TBetre,elec_solve_level3,3/21/2024 16:19,3/21/2024 16:21,0.040555556
200,TBetre,elec_solve_level3,3/21/2024 16:21,3/21/2024 16:23,0.033611111
201,TBetre,elec_solve_level3,3/21/2024 16:24,3/22/2024 11:41,19.28138889
202,TBetre,elec_solve_level3,3/22/2024 11:42,3/22/2024 11:42,0.002222222
203,TBetre,elec_solve_level3,3/22/2024 11:42,3/25/2024 8:17,68.58055556
204,TBetre,elec_solve_level3,3/25/2024 8:18,3/25/2024 8:18,0.002222222
206,TBetre,mech_1,3/21/2024 8:23,3/21/2024 8:25,0.029166667
207,TBetre,mech_1,3/21/2024 8:28,3/21/2024 8:29,0.028611111
208,TBetre,mech_1,3/21/2024 8:34,3/21/2024 8:34,0.003333333
209,TBetre,mech_1,3/21/2024 8:35,3/21/2024 8:35,0.009444444
210,TBetre,mech_1,3/21/2024 8:37,3/21/2024 8:39,0.0275
211,TBetre,mech_1,3/21/2024 10:43,3/21/2024 11:11,0.4725
212,TBetre,mech_1,3/21/2024 11:33,3/21/2024 12:44,1.182777778
213,TBetre,mech_1,3/21/2024 13:19,3/21/2024 14:00,0.681388889
214,TBetre,mech_1,3/21/2024 14:15,3/21/2024 14:15,0.002222222
215,TBetre,mech_1,3/21/2024 14:15,3/21/2024 14:15,0.000555556
216,TBetre,mech_1,3/21/2024 14:15,3/21/2024 14:15,0.000555556
217,TBetre,mech_1,3/21/2024 14:15,3/21/2024 14:16,0.001944444
218,TBetre,mech_1,3/21/2024 15:34,3/21/2024 15:34,0.001111111
219,TBetre,mech_1,3/21/2024 15:39,3/21/2024 15:40,0.014166667
220,TBetre,mech_1,3/21/2024 15:47,3/21/2024 15:47,0.004444444
221,TBetre,mech_1,3/21/2024 15:54,3/21/2024 15:54,0.001388889
222,TBetre,mech_1,3/21/2024 15:55,3/21/2024 15:55,0.001111111
223,TBetre,mech_1,3/21/2024 16:00,3/21/2024 16:00,0.0025
224,TBetre,mech_1,3/21/2024 16:01,3/21/2024 16:01,0.003055556
225,TBetre,mech_1,3/21/2024 16:10,3/21/2024 16:10,0.0025
226,TBetre,mech_1,3/21/2024 16:11,3/21/2024 16:11,0.0025
227,TBetre,mech_1,3/21/2024 16:11,3/21/2024 16:14,0.045555556
228,TBetre,mech_1,3/21/2024 16:20,3/21/2024 16:21,0.028055556
229,TBetre,mech_1,3/21/2024 16:29,3/22/2024 8:01,15.53222222
230,TBetre,mech_1,3/22/2024 8:02,3/22/2024 8:02,0.0025
231,TBetre,mech_1,3/22/2024 8:45,3/22/2024 8:45,0.001666667
232,TBetre,mech_1,3/22/2024 8:49,3/22/2024 8:49,0.001666667
233,TBetre,mech_1,3/22/2024 9:01,3/22/2024 9:01,0.001388889
234,TBetre,mech_1,3/22/2024 9:36,3/22/2024 9:37,0.003333333
235,TBetre,mech_1,3/22/2024 9:59,3/22/2024 10:00,0.008055556
236,TBetre,mech_1,3/22/2024 10:14,3/22/2024 10:14,0.002777778
238,TBetre,mech_1,3/22/2024 10:34,3/22/2024 10:43,0.150555556
239,TBetre,mech_1,3/22/2024 11:56,3/25/2024 8:09,68.21861111
240,TBetre,mech_1,3/25/2024 8:10,3/25/2024 8:10,0.000833333
241,TBetre,mech_1,3/25/2024 8:10,3/25/2024 8:10,0.001111111
242,TBetre,mech_1,3/25/2024 8:11,3/25/2024 8:12,0.020277778
243,TBetre,mech_1,3/25/2024 8:17,3/25/2024 8:18,0.014166667
244,TBetre,mech_1,3/25/2024 8:18,3/25/2024 15:29,7.184444444
245,TBetre,mech_1,3/25/2024 15:42,3/25/2024 15:43,0.015277778
246,TBetre,mech_1,3/25/2024 15:44,3/25/2024 15:45,0.010555556
247,TBetre,mech_1,3/25/2024 15:50,3/25/2024 15:51,0.006944444
248,TBetre,mech_1,3/25/2024 16:05,3/25/2024 16:13,0.129444444
249,TBetre,mech_1,3/25/2024 16:18,3/22/2024 13:49,-74.47916667
250,ZYang,electronics3d_gui,3/22/2024 13:55,3/22/2024 13:57,0.035
251,ZYang,electronics3d_gui,3/22/2024 14:36,3/22/2024 13:47,-0.812777778
252,ZYang,electronics_desktop,3/22/2024 13:55,3/22/2024 13:55,0.001666667
